,id,name,category3_new,cut_name
2021819,1506516544581267579,林甸县鑫阳光温泉洗浴中心,洗浴棋牌室,林甸县 鑫 阳光 温泉 洗浴 中心
1361734,1506571149059027062,智慧妈妈,母婴用品店,智慧 妈妈
2737654,1506626259298545698,零食很忙,零食店,零食 很忙
1968317,1506546572106919944,悠全茶艺棋牌馆,洗浴棋牌室,悠全 茶艺 棋牌 馆
2030100,1506584924659118085,友和文体玩具,玩具店,友 文体 玩具
2886034,1506560721587269744,联华,小超市,联华
2899396,1506576009569497177,胡氏干货,干货店,胡氏 干货
3489755,1595436825521156152,芝吉百货店,小百货,芝吉 百货店
1925817,1506522320616026201,南宁市黄敬山日杂店,日杂店,南宁市 黄敬山 日杂店
3247314,1506564845070446599,长虹家园惠民超市,便利超市,长虹 家园 惠民 超市
1559567,1524643028432842799,MOST-韩式·简餐,日韩餐厅,MOST 韩式 简餐
2350065,1506580766178668663,屈臣氏,化妆品集合连锁店,屈臣氏
1110603,1527198376163274909,可乐妈微甜烘焙,面包店,可乐 妈微 甜 烘焙
515019,1512964493083406509,意轩零食屋,零食店,意轩 零食 屋
2941139,1506522247710634068,兴安兴商行,士多,兴安 兴 商行
1954247,1506608453920223245,飞扬体育,体育用品店,飞扬 体育
2254090,1506570010943025153,七彩文具店,文具店,七彩 文具店
763938,1506576565486743564,T3进口零食店,零食店,T3 进口 零食 店
3211354,1506522320536334478,佳易捷超市,便利店,佳易捷 超市
1453588,1622711282136510471,猎人歌厅,KTV,猎人 歌厅
792180,1535540194797940744,德兴市龙头山乡暖水店,送水站,德兴市 龙头 山乡 暖水 店
1563233,1601532475895705704,扬城宠物医院,宠物医院,扬城 宠物医院
1362626,1535539605443702831,竺顺水店,送水站,竺 顺水 店
1945264,1573257936262918243,谷旺天粥铺,早餐店,谷旺天 粥 铺
3310503,1506509194688458891,依丽洁绿色干洗,洗衣店,依丽洁 绿色 干洗
1514504,1506626250511478902,宣中炸鸡店,非连锁西式快餐店,宣中 炸鸡 店
1265952,1506560896464580655,大长今宫廷炸鸡啤酒,非连锁西式快餐店,大长 宫廷 炸鸡 啤酒
3344073,1506560504938885237,屈臣氏,化妆品集合连锁店,屈臣氏
456007,1599685351151235184,洪利糖饼杂货店,日杂店,洪利糖 饼 杂货店
999848,1506526181871317121,家乐福,大卖场,家乐福
878205,1506507657316659230,HALOCAFE幸福湖畔,咖啡厅,HALOCAFE 幸福 湖畔
3353869,1506586994766245980,老北京炸酱面,非连锁中式快餐店,炸酱面
2851157,1506573183342604328,本屋烧烤,烧烤店,本屋 烧烤
1976572,1506522255059054593,七彩过桥米线,非连锁中式快餐店,七彩 过桥米线
1516887,1506516846864756797,轩骞烟酒,烟酒茶店,轩骞 烟酒
2529432,1524643214139846693,牛羊肉批发-朱和平,生鲜批发店,牛羊肉 批发 朱 和平
368776,1506511402779799682,丽捷干杂粮油调味品经营部,干货店,丽捷 干 杂粮 油 调味品 经营部
1630323,1506608442159394859,万宁,化妆品集合连锁店,万宁
2387569,1506519594888851485,宝乐迪,KTV,宝乐迪
1432619,1506524697825898612,中影米米国际影城,影剧院,中影 米 米 国际 影城
81367,1514888290455777455,名创优品,家居生活馆,名 创优 品
3199729,1604407340755578979,美团优选新圩,社区团购,美团 优选 新圩
3477221,1601607389189238845,村口日杂店,日杂店,村口 日杂店
1628908,1506513070099525757,利群批发部,烟酒茶批发店,利群 批发部
3488150,1506523212580909157,盒马鲜生,社区团购,盒马 鲜生
26845,1506513683935916121,麦田斋糕点,面包店,麦田 斋 糕点
1790050,1506567922167050357,晨光文具,文具店,晨光 文具
3119575,1563469961673044014,小笼包,早餐店,小笼包
3203271,1506587006149586969,便民小超市,便利超市,便民 小超市
1057889,1527199360604172300,潮汕砂锅粥,非连锁中式快餐店,潮汕 砂锅粥
646532,1506570011429564496,乐味滋蛋糕店,面包店,乐味 滋 蛋糕店
2694188,1506516545617260579,中影国际影院星梦店,影剧院,中影 国际 影院 星梦 店
1245035,1632270699559383050,零食旅行记,零食店,零食 旅行 记
634845,1506584921593081893,泰度小聚泰式料理,东南亚餐厅,泰度 小聚 泰式 料理
2935480,1527199359899529270,名创优品,家居生活馆,名 创优 品
738306,1601543275452559442,青岛啤酒欢聚吧,酒吧,啤酒 欢聚
1611661,1506571145288347735,汉釜宫,自助餐,汉釜宫
1693245,1506513043797045248,慧芳自动售卖机,自动售卖机,慧芳 自动 售卖机
3415121,1506520376996524073,大参林,连锁药店,大参林
1512083,1535540194584031244,沈记糊辣鱼火锅,火锅店,沈记 糊辣鱼 火锅
2362767,1604984245124853898,新生活化妆品,化妆品店,新 生活 化妆品
945003,1601543286919786609,兴科牛肉沫火锅,火锅店,兴科 牛肉 沫 火锅
2957957,1535540090116501603,塔仔杂货店,日杂店,塔仔 杂货店
3025286,1506584913858785365,领航日用品,日杂店,领航 日用品
2727191,1506563713585639448,三钟书店,书店,三钟 书店
2140486,1506519589436256334,绍兴动映影院,影剧院,动映 影院
2946486,1601543280083071031,项师傅炸鸡·汉堡,非连锁西式快餐店,项 师傅 炸鸡 汉堡
3468819,1514859593917001882,美宜佳,便利店,美宜佳
318659,1506524696714408019,喀什市嗯嗯供销超市,便利超市,喀什市 供销 超市
1127812,1512964494031319135,淄宇食品酒水批发,烟酒茶批发店,淄宇 食品 酒水 批发
3339257,1506573179257352280,永旺佳食品超市,大卖场,永旺佳 食品 超市
1469676,1506644459977437209,春花烟酒百货,小百货,春花 烟酒 百货
1147242,1632356104115843124,福多多便利店,便利店,福 便利店
1806746,1506587002798338113,玩具百货店,玩具店,玩具 百货店
1693890,1601644373324591156,爱玛家月子会所,月子中心,爱玛 家 月子 会所
2586753,1506522319479369827,副食店,食杂店,副食店
5604,1528313452765114444,顺发糖酒超市,小超市,顺发 糖酒 超市
1567578,1506523217874120786,国大药房,连锁药店,国大 药房
3279283,1506611222408327297,张家院牛羊肉批发中心,生鲜批发店,张家 院 牛羊肉 批发 中心
485674,1506560717644623921,志会冷饮批发,冻品批发店,志会 冷饮 批发
2731649,1506570002072072195,眼镜子批发部,日用品批发店,眼镜 子 批发部
1539724,1506546571926564876,宗伟批发部,批零,宗伟 批发部
3099353,1528324535294881962,何老三营养早餐,早餐店,老三 营养 早餐
2626813,1506666658390077511,呈康体育,体育用品店,呈康 体育
1029025,1506626259499872327,纳家户东东牛羊肉零售批发,生鲜批发店,纳 家户 东东 牛羊肉 零售 批发
697851,1612624008363372639,建军水果蔬菜店,水果店,建军 水果 蔬菜 店
1180562,1528313952835203089,龙上批发市场家佳福猪肉批发中心,生鲜批发店,龙上 批发市场 家佳福 猪肉 批发 中心
3116682,1512964492752056338,遇见零食,零食店,遇见 零食
3194501,1506513042563919965,空间网城,网吧,空间 网城
2317833,1506526185419698302,端山百货针织批发部,日用品批发店,端山 百货 针织 批发部
2899689,1506570745306935311,宝贝计划孕婴童百货,儿童用品店,宝贝 计划 孕婴童 百货
1400959,1506638675512127555,天天新鲜水果,水果店,天天 新鲜 水果
2705252,1506578481952321599,多多乐超市,便利店,乐 超市
2813467,1528316314106720290,英姿小卖部,士多,英姿 小卖部
311274,1506563711303938057,聚贤轩西饼店,面包店,聚贤轩 西饼 店
512313,1506626258514210848,兴记东北饺子,非连锁中式快餐店,兴记 东北 饺子
2324165,1506513680857296928,好邻居百货,小百货,邻居 百货
1624406,1506588939031670909,芸阿姨水果批发零售,果蔬批发店,芸 阿姨 水果 批发 零售
2298877,1563598609210142765,龚飞诚信粮油店,粮油店,龚飞 诚信 粮油店
17236,1506601147513958435,董小厨,非连锁中式快餐店,董 小厨
168516,1528322885117276167,千百味调料粮油,粮油店,千百 味 调料 粮油
1539807,1506516549618626594,MK电竞主题网咖,网吧,MK 电竞 主题 网咖
3456397,1527122201281818682,双龙批发零售杂货店,日用品批发店,双龙 批发 零售 杂货店
3066303,1506615508567584910,华阳水果店,水果店,华阳 水果店
3089692,1601543286668128345,泰和宾馆,酒店宾馆,泰和 宾馆
2806252,1627468684434075682,串说烧烤,烧烤店,串 说 烧烤
1582370,1506578481029574726,御山河便利店,士多,御 山河 便利店
1166067,1506578481453199419,青年人文具,文具店,青年人 文具
1066841,1622672396077232157,中坝综合超市,便利超市,中坝 综合 超市
427564,1506524698178220079,觅时酒吧,酒吧,觅时 酒吧
980940,1506582125087027224,爱尚烘焙,面包店,爱尚 烘焙
756181,1506566179890917436,兴逸食府,中餐厅,兴逸 食府
739521,1506601154778493036,联兴美妆连锁2店,化妆品店,联兴 美妆 连锁
1028663,1506566189038694539,挞遍天下糕点屋,面包店,挞遍 天下 糕点 屋
2297236,1506573185888546917,开心玩具店,玩具店,开心 玩具店
1094989,1528324722872545293,星之恋汉堡,非连锁西式快餐店,星 之恋 汉堡
2047351,1601543273498013722,王记杂货店,日杂店,王记 杂货店
1942451,1506519660580040721,味千拉面,连锁西式快餐店,味千 拉面
1662499,1506570738419888188,赛百味,连锁西式快餐店,赛 百味
3487266,1514863734676516882,厚享牛扒,西餐厅,厚享 牛扒
1197562,1506560505698054155,旺角超市,便利店,旺角 超市
2855105,1506611215353507857,麦格维多面包工坊,面包店,麦格 维多 面包 工坊
1033143,1506578484611510414,瑞幸咖啡,咖啡厅,瑞幸 咖啡
3149475,1601607386609741934,李明蔬菜粮油门市,粮油店,李明 蔬菜 粮油 门市
2807125,1506511404642070667,陈花椒干杂副食,干货店,陈 花椒 干杂 副食
3111424,1506611211897401363,半肥瘦烤肉,烧烤店,肥瘦 烤肉
3469377,1528327695212212227,玉琳香济南烧烤,烧烤店,玉琳 香 烧烤
1097503,1506564843560497203,江原道韩国烤肉,日韩餐厅,江原道 韩国 烤肉
2884467,1601543283409154063,报刊亭,书报亭,报刊亭
3269727,1506514607391633451,万主食品店,食杂店,万主 食品店
2807745,1506563714680352873,曼岛咖啡,咖啡厅,曼岛 咖啡
810480,1612624022842110102,友宝售货机,自动售卖机,友宝 售货机
96271,1506567269600456736,益智玩具店,玩具店,益智 玩具店
2219340,1528320000321122313,王家早餐,早餐店,王家 早餐
1927486,1506522321203228724,艳艳佳乐烟酒百货店,小百货,艳艳佳乐 烟酒 百货店
248253,1506517472667496563,满天星量贩式KTV,KTV,满天星 量贩式 KTV
539910,1506563709160648834,沃尔玛,大卖场,沃尔玛
3436016,1506567267209703431,兴兴文具书店,书店,兴兴 文具 书店
1633817,1604953850035564670,20元自助小火锅,自助餐,20 元 自助 小火锅
3207961,1595467429394509937,法库县鑫源副食,士多,法库县 鑫源 副食
2225703,1506522319374512157,钻石星球网吧 1号店,网吧,钻石 星球 网吧 1号店
1684130,1506630976007303245,味千拉面,连锁西式快餐店,味千 拉面
238323,1506523219006582785,上影国际影城云阳店,影剧院,上影 国际 影城 云阳 店
712473,1506666647598133384,新生活化妆品专卖店,化妆品店,新 生活 化妆品
40043,1506514996048425062,中牟旺旺超市,便利超市,中牟 旺旺 超市
567386,1506524871348449323,杨国福麻辣烫,连锁中式快餐店,杨国福 麻辣烫
474768,1506560895042711598,重庆土特产,干货店,土特产
747130,1506514402562797656,中国银行食堂,企业食堂,中国银行 食堂
2395343,1604462201425621034,宾阳时代电影城,影剧院,宾阳 时代 电影城
3426137,1524642730834391078,绿优优生鲜超市东站二店,肉菜店,绿优 优生 鲜 超市 东站
2703280,1601532475883122792,宏瑞宠医,宠物医院,宏瑞宠医
1460126,1604446305994928165,洁神干洗店,洗衣店,洁神 干洗店
760335,1506567918148907090,美特香肉松店,零食店,美特 香 肉松 店
3259709,1506582124269138046,领跑体育,体育用品店,领跑 体育
3335343,1506513043461501062,百丽宫影院,影剧院,百丽宫 影院
2670154,1506564844869120004,爱宠屋宠物店,宠物用品店,爱宠屋 宠物店
3128235,1604984246261510288,民记水店,送水站,民记 水店
242116,1506615505765789790,江南酒水批发,烟酒茶批发店,江南 酒水 批发
294817,1601532475878928479,新永康宠物医院,宠物医院,新 永康 宠物医院
239485,1506587000709574661,盒马鲜生,社区团购,盒马 鲜生
499993,1506608440880132214,益禾堂,休闲茶饮店,益禾堂
1689485,1514859595007520871,报刊亭,书报亭,报刊亭
2159524,1604471199579238473,五条人糖水铺,甜品店,五条 糖水 铺
3281561,1604440217547436171,休息天小酒吧,酒吧,休息天 酒吧
1705816,1506615508383035461,家家乐超市,小超市,家家 乐 超市
29253,1506516848957714496,新辉批发,批零,新辉 批发
1687629,1506564378131165322,薄利蛋糕房,面包店,薄利 蛋糕 房
3045301,1506571147297419401,遇见咖啡,咖啡厅,遇见 咖啡
337324,1506597844042379393,水产副食批发部,生鲜批发店,水产 副食 批发部
3413457,1622672396198867043,华凤副食批发,食杂批发店,华凤 副食 批发
2259526,1506523214963273793,海愉KTV,KTV,海愉 KTV
3434163,1601501238866997339,雪糕批发,冻品批发店,雪糕 批发
1652484,1601543279487479841,爱心奶粉超市,儿童用品店,爱心 奶粉 超市
2287473,1506526850967662731,磊磊水产批发,生鲜批发店,磊磊 水产 批发
3337688,1506615515437854754,优优美妆,化妆品店,优 优美 妆
2022318,1506620194511122575,韶关武江沪上阿姨沃尔玛店,休闲茶饮店,武江 沪 阿姨 沃尔玛 店
3055273,1601532475866345571,启尔宠物诊疗,宠物医院,启尔 宠物 诊疗
2228631,1506526848895676476,莎莎超市,化妆品集合连锁店,莎莎 超市
2154202,1604402865940721800,北京市大兴区皮各庄中路蔬菜调料粮油批发,果蔬批发店,北京市 大兴区 皮 各庄 中路 蔬菜 调料 粮油 批发
579728,1612609169964396623,杨杨宠物医院·猫医馆·异宠·眼科中心,宠物医院,杨杨 宠物医院 猫 医馆 异宠 眼科 中心
1987685,1601607384273514560,谦谦超市,便利超市,谦谦 超市
1934741,1612676771445207174,光明雪糕,甜品店,光明 雪糕
408862,1506638672601280632,黄氏养生甜品世家,甜品店,黄氏 养生 甜品 世家
261806,1506519593160798283,奥斯卡派对酒吧,酒吧,奥斯卡 派对 酒吧
1804825,1506576006302134377,冰淇淋,甜品店,冰淇淋
3358844,1506522254908059661,蔡三批发部,批零,蔡三 批发部
1403639,1528313449447420004,春风美妆,化妆品店,春风 美妆
124806,1506578491053961235,十一公牛排煲,西餐厅,十一 公牛 排煲
1342774,1506582126617948203,屈臣氏,化妆品集合连锁店,屈臣氏
690554,1506564369323126917,富隆百货,小百货,富隆 百货
202925,1506601151464992900,李氏粮油冻品干杂店,粮油店,李氏 粮油 冻品 干杂店
935010,1506513680760827983,沿江东堤及時便利店,士多,沿江 东堤 時 便利店
3116716,1601543292783423561,TACOBOX墨西哥卷饼,西餐厅,TACOBOX 墨西哥 卷饼
288344,1506576563716747360,果天下水果超市,水果店,果 天下 水果 超市
3480831,1506516852845834384,零食优选,零食店,零食 优选
583562,1604472402597900363,好恰香酥鸡柳饼,非连锁西式快餐店,好恰 香酥鸡 柳饼
2654092,1535558260437020746,尚食自助餐,自助餐,尚食 自助餐
55800,1524644010201968657,斯登台球俱乐部,公众体育场馆,斯登 台球 俱乐部
940661,1514859591572385850,惠康百货,便利店,惠康 百货
1020211,1506523213612707934,时代广场写字楼自动售卖机,自动售卖机,时代广场 写字楼 自动 售卖机
2821656,1622578830386655244,中影VIP影院,影剧院,中影 VIP 影院
2270644,1528313579944800325,永嘉馒头店,早餐店,永嘉 馒头 店
2762504,1612624013455257633,鞑子烤羊腿,烧烤店,鞑子 烤羊 腿
3378594,1506596757633757238,双全糖果店,零食店,双全 糖果店
154319,1573262121050042424,美乐购物,便利店,美乐 购物
135818,1506608443384131693,点兵点将,连锁中式快餐店,点兵 点将
3162215,1563464852922691653,糖巢零食,零食店,糖巢 零食
851246,1535558550561222754,艳萍特色小吃,小吃店,艳萍 特色小吃
2662669,1506573192049979419,涵宝宝,母婴用品店,涵 宝宝
1772550,1506586995387002902,果鲜生国果品批发行,果蔬批发店,果鲜 生国 果品 批 发行
